part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
No,28,No,33,Teacher,77,83,60,11,56,59,38
No,5,Yes,31,Engineer,44,29,85,29,22,45,7
Yes,30,Yes,24,Teacher,11,54,61,69,31,0,66
No,27,No,36,Lawyer,4,73,84,89,43,92,63
Yes,19,Yes,0,Engineer,39,83,3,66,23,64,50
Yes,13,Yes,15,Scientist,77,63,19,3,79,62,8
No,3,Yes,7,Marketing Manager,64,61,48,53,60,91,93
Yes,1,Yes,29,Lawyer,45,7,19,31,27,93,43
No,30,No,4,Scientist,0,28,55,44,22,40,42
Yes,8,No,23,Writer,91,30,11,76,67,80,33
Yes,5,Yes,27,Scientist,98,72,84,46,52,12,39
Yes,10,Yes,32,Software Developer,38,50,67,15,71,60,53
No,29,Yes,8,Psychologist,30,64,38,8,46,7,73
No,23,Yes,28,Doctor,89,96,12,1,62,5,92
No,25,No,26,Chef,93,6,54,86,23,23,17
No,1,No,31,Scientist,41,47,57,45,81,84,0
Yes,2,No,12,Marketing Manager,50,48,2,49,82,1,49
No,2,No,18,Architect,23,90,85,85,83,70,72
No,30,No,12,Architect,38,3,83,29,40,27,81
Yes,2,No,10,Engineer,88,79,4,31,12,15,8
Yes,17,No,0,Architect,57,68,47,48,92,1,15
Yes,29,Yes,29,Software Developer,8,41,8,94,86,89,99
No,21,Yes,37,Doctor,30,96,77,51,55,38,10
Yes,1,No,18,Doctor,13,64,86,85,61,67,47
Yes,25,No,26,Entrepreneur,27,8,95,62,1,98,34
No,21,No,8,Lawyer,17,17,94,62,40,66,22
Yes,23,Yes,35,Lawyer,97,11,9,38,10,24,84
Yes,17,Yes,9,Engineer,61,47,44,19,95,65,7
No,7,No,10,Writer,60,93,84,79,97,47,45
No,12,No,7,Artist,27,72,10,13,96,82,43
Yes,25,No,1,Entrepreneur,7,32,13,15,11,99,96
No,4,Yes,1,Writer,3,38,2,44,3,77,31
No,17,No,6,Engineer,12,87,4,70,46,86,31
Yes,18,Yes,18,Chef,70,26,30,41,67,100,47
Yes,14,Yes,9,Entrepreneur,26,98,47,35,67,46,49
Yes,19,Yes,12,Scientist,90,15,25,1,88,62,100
Yes,8,Yes,36,Architect,29,30,43,13,2,57,94
No,3,Yes,0,Teacher,60,50,85,8,20,11,37
Yes,11,Yes,24,Software Developer,2,42,10,25,66,85,10
No,2,Yes,7,Artist,92,11,95,5,74,81,77
No,28,No,7,Chef,98,11,8,34,76,74,59
No,2,No,30,Scientist,83,67,14,35,61,86,21
Yes,8,Yes,2,Lawyer,9,46,65,95,78,89,52
Yes,9,Yes,38,Chef,2,42,33,7,46,84,66
Yes,29,No,31,Artist,49,6,49,61,52,11,43
Yes,7,Yes,20,Entrepreneur,38,2,74,47,55,82,37
Yes,6,No,9,Engineer,95,80,52,73,23,95,83
No,29,No,35,Lawyer,92,8,8,80,71,80,48
No,26,Yes,17,Marketing Manager,2,69,26,54,0,21,93
Yes,18,No,16,Lawyer,15,21,98,26,85,33,0
No,21,Yes,21,Software Developer,78,4,33,16,58,86,72
Yes,20,No,8,Engineer,8,70,17,26,43,73,65
No,24,Yes,27,Artist,33,66,23,25,70,25,38
No,30,No,17,Lawyer,24,24,79,17,77,29,12
Yes,11,No,32,Chef,73,26,36,48,86,41,15
Yes,30,No,32,Marketing Manager,96,47,64,26,82,33,46
No,7,No,38,Teacher,87,73,61,30,77,44,36
Yes,4,Yes,32,Psychologist,13,21,37,2,26,28,6
Yes,15,No,23,Teacher,50,0,71,63,48,31,1
Yes,14,No,36,Psychologist,14,57,30,11,47,7,81
No,27,No,22,Teacher,94,24,5,100,89,83,51
No,28,No,14,Scientist,37,9,43,78,74,91,78
Yes,26,No,35,Software Developer,89,79,71,18,14,35,71
Yes,7,Yes,18,Entrepreneur,76,7,47,55,21,77,87
Yes,30,Yes,7,Nurse,1,39,12,60,32,46,82
No,11,Yes,40,Scientist,58,34,6,31,50,23,78
No,28,Yes,32,Athlete,88,65,60,87,19,86,67
No,2,No,38,Teacher,77,67,61,21,84,37,61
Yes,10,No,14,Doctor,65,84,66,45,7,66,36
No,25,Yes,36,Engineer,51,52,5,42,0,22,84
No,19,Yes,35,Doctor,40,48,66,13,86,82,76
Yes,25,Yes,18,Psychologist,64,11,53,17,11,97,79
Yes,7,Yes,25,Psychologist,71,57,95,100,31,40,42
Yes,25,No,34,Software Developer,7,30,48,74,18,25,17
No,7,Yes,26,Doctor,49,39,14,11,32,4,96
No,17,No,9,Lawyer,19,72,96,64,69,95,97
No,24,No,7,Software Developer,75,75,81,28,92,45,80
No,1,Yes,37,Doctor,82,36,81,40,32,61,46
Yes,19,Yes,5,Nurse,15,70,29,34,36,64,51
No,15,Yes,11,Software Developer,80,78,20,50,90,40,26
Yes,21,No,28,Doctor,18,42,12,65,91,43,72
Yes,5,Yes,8,Teacher,77,28,74,70,24,55,64
No,8,No,1,Athlete,60,57,11,85,53,75,14
Yes,5,No,34,Marketing Manager,39,6,56,72,38,20,65
Yes,2,Yes,11,Lawyer,69,17,53,92,62,41,62
No,30,No,0,Lawyer,11,88,19,83,45,28,35
Yes,15,No,33,Entrepreneur,27,91,29,86,59,24,77
Yes,5,Yes,13,Lawyer,25,4,63,33,55,72,91
No,1,Yes,13,Psychologist,74,45,57,96,20,48,93
Yes,8,No,36,Doctor,27,82,75,33,7,88,30
No,2,Yes,22,Engineer,7,22,96,63,39,37,22
Yes,26,No,30,Athlete,81,12,12,44,69,16,74
No,6,No,35,Lawyer,82,20,32,29,43,11,73
No,17,Yes,33,Lawyer,3,23,80,18,72,95,96
Yes,7,No,8,Writer,70,56,22,79,41,5,15
Yes,22,Yes,15,Engineer,2,29,84,21,51,84,35
No,28,No,24,Engineer,56,89,20,2,41,16,98
No,18,No,29,Psychologist,32,5,82,19,12,11,69
No,13,Yes,26,Marketing Manager,7,39,19,9,25,14,64
Yes,21,Yes,39,Engineer,38,95,42,100,62,83,61
No,29,No,14,Artist,51,13,93,72,41,39,29
No,16,Yes,7,Engineer,51,25,38,84,50,3,45
Yes,15,No,22,Athlete,25,71,33,28,12,36,42
No,27,Yes,10,Lawyer,36,67,28,6,35,1,98
Yes,29,No,1,Architect,17,6,27,37,96,69,83
Yes,30,No,9,Engineer,53,56,66,98,17,8,20
No,16,Yes,22,Chef,45,54,80,19,95,23,9
No,23,No,4,Writer,58,84,31,49,15,56,25
No,14,No,6,Chef,88,75,59,74,56,27,40
No,11,Yes,40,Writer,14,33,25,24,0,36,27
No,1,Yes,33,Software Developer,98,23,65,99,74,36,22
Yes,7,No,35,Artist,51,41,63,49,98,87,16
Yes,9,No,38,Software Developer,18,62,36,99,58,83,36
Yes,11,No,26,Architect,27,44,20,51,41,42,5
Yes,15,Yes,21,Lawyer,91,13,47,33,18,44,40
No,2,No,9,Engineer,91,39,30,77,17,59,0
No,30,No,6,Scientist,31,4,96,54,43,29,69
No,2,No,29,Entrepreneur,5,40,42,79,22,54,66
Yes,1,No,13,Doctor,27,95,49,67,44,66,82
No,22,No,11,Lawyer,66,19,24,89,70,39,2
Yes,8,No,18,Nurse,42,64,78,96,78,60,78
Yes,30,No,40,Chef,14,16,49,8,85,84,77
Yes,20,No,33,Marketing Manager,13,53,45,23,35,37,87
No,16,Yes,32,Scientist,97,28,30,7,69,1,26
Yes,11,No,27,Entrepreneur,83,2,90,79,92,67,17
Yes,22,Yes,7,Marketing Manager,71,22,87,45,64,62,49
No,14,Yes,13,Architect,98,19,15,68,76,36,50
No,17,Yes,38,Teacher,30,31,20,49,53,19,77
Yes,14,No,36,Chef,42,27,30,10,57,32,8
Yes,6,No,2,Teacher,86,82,24,76,77,2,39
Yes,23,No,36,Entrepreneur,61,67,99,40,10,32,35
Yes,19,Yes,4,Lawyer,59,58,4,24,96,40,12
No,11,Yes,26,Doctor,74,25,80,63,9,3,82
Yes,4,Yes,16,Chef,18,2,24,20,67,18,42
Yes,26,No,6,Architect,1,44,60,59,61,82,38
Yes,8,Yes,0,Psychologist,86,92,42,69,86,71,38
Yes,1,No,40,Teacher,80,22,89,90,3,43,75
No,6,No,0,Scientist,3,35,91,42,3,17,63
Yes,30,Yes,32,Doctor,84,3,19,88,54,89,73
No,2,Yes,20,Teacher,16,9,56,58,21,45,17
Yes,22,Yes,40,Engineer,27,22,12,13,33,36,30
No,6,Yes,21,Nurse,88,92,31,55,46,70,39
No,0,No,39,Entrepreneur,62,10,62,35,39,69,37
No,0,No,25,Teacher,46,79,18,18,81,59,53
No,20,Yes,21,Engineer,93,65,1,100,69,7,83
Yes,30,Yes,2,Scientist,43,93,100,11,76,62,7
No,24,No,24,Engineer,32,35,55,61,62,58,75
No,1,Yes,25,Nurse,60,19,72,79,44,65,45
Yes,16,No,19,Athlete,55,55,28,14,11,40,57
No,0,No,7,Chef,44,99,73,69,92,81,29
No,28,No,32,Architect,43,64,47,16,9,80,26
No,0,Yes,27,Engineer,52,30,41,87,0,64,78
No,24,Yes,28,Software Developer,25,85,4,44,0,15,74
Yes,5,Yes,7,Marketing Manager,11,25,96,41,69,16,83
Yes,15,No,13,Scientist,8,77,34,65,90,93,4
No,18,Yes,37,Lawyer,86,47,26,46,67,64,68
No,4,No,14,Psychologist,28,5,65,24,50,44,74
No,11,No,35,Teacher,4,76,38,77,25,83,99
Yes,12,No,32,Architect,61,62,11,85,2,48,45
Yes,29,No,22,Architect,50,85,81,8,38,40,93
No,28,Yes,9,Artist,47,55,22,85,81,72,15
No,18,No,23,Doctor,53,81,14,16,45,96,67
Yes,13,No,28,Artist,47,73,45,78,52,52,56
Yes,1,No,11,Marketing Manager,36,75,21,73,93,68,11
Yes,9,No,36,Software Developer,85,0,97,93,25,60,65
No,20,No,24,Marketing Manager,97,22,21,76,68,49,6
No,28,Yes,31,Artist,80,16,48,80,63,31,75
Yes,28,Yes,31,Lawyer,53,86,76,23,70,85,95
Yes,24,No,19,Lawyer,97,60,2,59,56,78,78
No,19,Yes,19,Entrepreneur,81,67,1,13,75,91,89
No,6,Yes,20,Chef,90,45,17,24,29,96,29
No,4,Yes,36,Entrepreneur,15,37,78,18,2,93,68
Yes,25,Yes,33,Lawyer,67,84,80,39,26,87,53
Yes,22,Yes,38,Lawyer,85,28,26,8,71,19,18
Yes,2,No,30,Doctor,29,15,85,53,75,28,74
Yes,27,No,29,Entrepreneur,59,35,91,72,34,28,15
No,8,Yes,31,Scientist,95,8,67,32,41,19,57
Yes,28,No,35,Writer,24,81,8,43,17,21,4
Yes,12,No,10,Nurse,99,39,26,56,40,83,30
No,13,No,0,Scientist,44,10,46,10,8,55,28
Yes,22,No,7,Chef,98,24,49,46,100,46,30
Yes,20,No,36,Architect,67,97,45,19,73,29,88
No,28,No,20,Artist,69,63,32,68,49,71,36
No,14,No,38,Scientist,61,98,7,41,27,93,73
Yes,17,Yes,9,Engineer,2,24,59,62,44,86,7
Yes,30,No,31,Software Developer,9,58,56,6,67,33,65
Yes,26,No,11,Athlete,44,76,24,72,29,92,95
No,9,No,8,Marketing Manager,9,60,6,96,72,59,40
No,8,No,10,Scientist,48,74,49,44,76,39,92
No,13,Yes,13,Doctor,41,9,26,83,14,53,63
Yes,7,Yes,8,Engineer,88,1,50,33,70,44,99
No,28,No,9,Artist,25,32,81,70,68,7,36
Yes,28,Yes,3,Nurse,2,26,51,70,43,6,90
No,29,Yes,31,Entrepreneur,77,84,20,43,44,33,31
No,9,No,16,Nurse,100,37,67,1,81,34,3
Yes,16,No,37,Engineer,84,41,4,64,78,55,16
No,17,No,21,Artist,82,52,17,35,60,54,67
No,24,No,34,Architect,88,64,49,99,97,1,33
Yes,26,No,32,Lawyer,64,47,28,97,63,28,77
No,6,Yes,20,Engineer,60,35,27,21,8,15,89
Yes,29,Yes,0,Artist,30,100,12,24,65,46,17
Yes,8,Yes,21,Software Developer,67,92,63,44,88,72,10
No,14,Yes,21,Engineer,51,19,10,96,92,22,91
Yes,2,Yes,13,Scientist,85,98,29,29,81,5,56
Yes,12,No,6,Athlete,67,30,98,40,35,60,32
No,25,Yes,2,Architect,28,79,43,93,10,24,77
Yes,13,Yes,39,Chef,15,84,12,99,12,20,46
Yes,7,Yes,9,Engineer,1,83,10,16,17,94,79
No,13,Yes,8,Psychologist,16,63,100,26,5,73,93
No,14,No,38,Nurse,31,97,48,33,31,41,44
Yes,18,No,25,Scientist,61,60,60,99,97,65,15
No,13,No,24,Marketing Manager,94,99,7,60,83,45,7
No,8,Yes,39,Artist,47,52,63,62,68,42,90
Yes,27,No,31,Entrepreneur,60,83,73,57,100,37,37
Yes,21,Yes,27,Engineer,97,76,42,90,18,91,61
No,0,No,3,Marketing Manager,67,19,47,34,88,48,87
Yes,30,No,16,Lawyer,66,9,46,14,84,44,0
No,7,No,33,Athlete,38,79,87,17,85,95,33
Yes,4,Yes,24,Scientist,8,93,79,7,46,27,10
Yes,21,No,4,Scientist,50,20,25,9,48,59,84
Yes,12,No,9,Marketing Manager,87,37,42,35,71,11,47
Yes,11,Yes,23,Software Developer,34,9,7,93,72,7,0
No,10,Yes,4,Lawyer,91,47,60,37,53,39,26
Yes,23,Yes,19,Psychologist,60,96,54,41,18,80,9
Yes,10,No,35,Software Developer,81,57,5,9,61,58,99
Yes,15,No,7,Writer,31,50,59,7,16,18,54
Yes,17,No,16,Writer,73,42,95,58,36,42,98
No,18,Yes,21,Teacher,71,95,56,10,15,61,67
Yes,15,Yes,10,Software Developer,14,48,24,83,26,29,4
No,15,Yes,31,Architect,47,78,0,18,21,99,62
Yes,1,Yes,5,Writer,41,57,100,35,66,91,95
No,12,Yes,19,Nurse,91,42,11,91,26,77,74
Yes,28,Yes,4,Doctor,2,63,94,55,93,11,31
Yes,28,No,23,Software Developer,16,32,48,59,65,61,32
Yes,29,No,31,Psychologist,64,65,41,67,88,17,50
Yes,17,Yes,35,Teacher,6,5,12,33,45,89,86
Yes,8,Yes,27,Nurse,82,31,41,12,45,6,6
Yes,5,No,11,Athlete,94,41,30,66,24,43,49
Yes,30,Yes,35,Architect,34,73,79,93,5,20,15
Yes,28,Yes,9,Nurse,90,18,32,16,89,42,73
Yes,24,Yes,7,Scientist,17,91,51,73,33,90,76
Yes,20,No,33,Chef,62,24,68,25,11,97,59
No,18,No,25,Teacher,16,49,77,26,67,55,53
No,5,Yes,36,Marketing Manager,89,70,57,45,77,0,20
No,4,No,11,Chef,79,86,1,60,3,90,9
Yes,5,Yes,32,Entrepreneur,6,5,68,74,80,26,98
Yes,26,Yes,7,Artist,49,15,46,32,1,58,58
Yes,2,No,40,Nurse,28,13,52,54,58,19,58
Yes,3,No,37,Architect,58,81,43,80,3,48,6
Yes,26,Yes,3,Entrepreneur,28,21,84,14,90,62,25
No,6,Yes,1,Scientist,57,55,8,41,4,16,44
Yes,13,No,28,Psychologist,30,18,97,98,42,67,58
No,8,Yes,17,Engineer,52,73,93,56,93,59,2
No,24,No,37,Entrepreneur,15,63,9,56,78,58,24
No,6,No,28,Artist,80,97,87,88,31,7,97
Yes,5,Yes,29,Nurse,14,17,13,16,29,17,17
Yes,15,No,17,Teacher,27,68,14,24,84,11,34
Yes,25,No,35,Engineer,89,37,77,26,92,67,74
Yes,18,Yes,1,Lawyer,83,87,53,1,76,88,42
Yes,6,No,22,Athlete,42,78,16,61,19,75,27
No,23,No,10,Marketing Manager,17,72,42,19,28,22,84
Yes,11,Yes,23,Software Developer,28,19,66,76,85,36,28
No,24,No,10,Lawyer,61,15,40,23,18,71,4
No,8,Yes,28,Chef,37,81,91,66,45,41,66
Yes,21,Yes,16,Chef,14,50,84,98,82,26,27
No,28,No,4,Writer,65,75,87,45,25,55,25
No,10,Yes,17,Writer,37,67,49,54,85,42,18
Yes,18,No,0,Marketing Manager,4,11,65,5,32,29,27
Yes,20,Yes,15,Architect,97,36,3,62,93,93,58
No,28,Yes,15,Athlete,83,40,98,95,0,30,47
Yes,26,Yes,4,Marketing Manager,85,75,85,9,37,100,77
No,25,Yes,32,Writer,4,30,87,82,45,82,22
Yes,19,No,29,Writer,9,24,24,51,71,68,88
Yes,16,No,7,Writer,81,29,94,65,88,18,23
Yes,2,No,24,Doctor,66,68,19,56,81,58,76
No,22,No,26,Doctor,34,89,37,67,28,74,73
No,12,No,19,Writer,43,86,69,70,84,14,33
No,4,No,19,Psychologist,57,51,50,31,65,74,25
No,11,Yes,17,Writer,72,99,87,58,30,63,92
Yes,7,Yes,15,Chef,27,10,62,47,66,46,53
No,27,No,34,Scientist,18,96,79,62,46,34,35
Yes,5,Yes,2,Software Developer,14,88,79,47,72,40,39
Yes,26,Yes,29,Architect,73,21,80,53,42,5,39
Yes,13,Yes,13,Architect,22,50,28,91,13,69,18
Yes,10,No,3,Athlete,80,80,30,76,10,13,69
No,27,No,6,Artist,88,0,56,79,23,72,34
Yes,1,Yes,5,Architect,59,70,30,9,35,34,25
No,0,Yes,3,Lawyer,73,59,6,12,99,58,10
Yes,19,No,29,Software Developer,23,51,92,68,47,39,61
No,26,Yes,36,Nurse,45,39,58,30,76,78,46
Yes,14,Yes,34,Marketing Manager,18,28,35,98,52,26,3
Yes,15,Yes,3,Writer,34,21,75,90,95,93,49
Yes,3,Yes,36,Athlete,45,70,33,14,78,51,79
No,28,Yes,1,Writer,55,98,91,20,22,2,50
No,22,No,21,Software Developer,77,47,30,27,71,11,96
Yes,15,No,25,Chef,56,52,73,20,90,66,85
Yes,13,Yes,20,Engineer,88,4,54,5,96,98,18
No,21,Yes,39,Architect,59,46,12,91,81,51,32
Yes,10,Yes,19,Doctor,45,63,95,26,36,16,94
Yes,26,Yes,16,Scientist,40,2,29,95,5,62,55
No,18,No,17,Athlete,24,81,52,80,46,2,71
Yes,13,No,19,Writer,73,54,17,20,71,7,67
Yes,17,Yes,26,Architect,89,35,95,71,55,85,93
No,26,No,15,Engineer,44,38,14,26,21,41,65
No,27,No,23,Teacher,66,42,10,69,18,60,31
No,4,Yes,38,Engineer,86,46,74,81,80,77,98
Yes,14,No,30,Engineer,60,52,22,3,64,50,70
Yes,27,No,16,Architect,53,6,53,54,15,74,96
Yes,20,Yes,8,Doctor,0,96,10,4,84,61,18
No,9,No,21,Doctor,53,30,28,92,87,5,0
No,29,No,15,Lawyer,19,43,78,35,22,68,90
Yes,7,No,17,Scientist,37,52,67,46,40,6,84
No,14,No,25,Entrepreneur,58,89,19,25,31,100,31
No,8,Yes,37,Teacher,81,26,3,99,40,62,53
No,19,No,30,Scientist,44,36,71,100,3,95,16
Yes,21,Yes,4,Chef,0,49,17,75,75,76,4
Yes,26,Yes,12,Scientist,41,22,51,99,36,68,2
No,24,Yes,35,Artist,4,33,22,87,71,57,54
No,29,No,15,Doctor,18,94,17,90,66,50,57
No,28,Yes,9,Psychologist,65,69,4,51,99,68,19
Yes,29,No,14,Entrepreneur,75,44,0,60,55,34,24
No,26,Yes,23,Engineer,41,35,49,9,72,65,46
Yes,7,No,40,Architect,65,14,31,89,3,27,77
Yes,11,No,9,Software Developer,87,69,12,99,84,58,21
Yes,14,Yes,6,Architect,40,70,35,27,38,68,78
Yes,12,No,26,Nurse,40,84,52,32,38,11,82
Yes,20,Yes,15,Teacher,30,13,61,52,57,95,61
No,15,No,0,Scientist,63,93,72,26,1,13,62
Yes,6,Yes,0,Marketing Manager,8,76,35,84,74,32,4
Yes,25,Yes,38,Teacher,61,60,49,54,97,48,66
Yes,28,Yes,11,Artist,24,48,47,66,2,99,42
No,3,Yes,25,Psychologist,94,56,61,75,6,61,30
No,13,Yes,30,Writer,45,0,69,0,50,9,95
No,17,No,4,Architect,52,71,88,91,9,74,5
No,22,Yes,33,Chef,84,72,76,47,44,81,45
No,4,No,25,Marketing Manager,24,55,22,83,64,8,11
No,0,Yes,1,Marketing Manager,27,85,88,23,89,14,85
Yes,26,No,0,Teacher,66,3,15,72,96,67,28
No,14,No,12,Marketing Manager,97,61,10,63,49,31,25
No,2,Yes,20,Writer,81,5,29,46,1,81,2
No,7,Yes,11,Doctor,92,51,36,66,54,20,29
Yes,9,No,33,Chef,30,90,84,22,73,76,82
Yes,10,Yes,4,Artist,69,0,23,51,26,58,76
No,8,No,34,Marketing Manager,38,47,7,58,49,68,4
Yes,12,Yes,25,Doctor,95,49,94,6,0,85,86
No,17,Yes,35,Artist,60,50,96,28,57,97,17
Yes,5,Yes,4,Teacher,81,27,89,81,2,53,78
No,13,Yes,18,Chef,74,56,20,98,32,42,43
No,0,No,24,Marketing Manager,12,0,40,62,41,97,12
No,4,No,27,Nurse,39,5,85,50,2,6,60
No,0,No,31,Psychologist,63,100,81,34,21,22,17
No,25,Yes,37,Psychologist,81,16,49,22,4,53,61
No,21,No,1,Scientist,16,97,30,71,35,50,60
No,28,No,31,Artist,11,9,6,20,34,4,67
No,11,Yes,37,Chef,64,87,54,49,91,32,72
No,8,No,15,Marketing Manager,16,67,68,4,35,43,32
No,10,No,34,Architect,81,21,85,92,79,93,38
No,9,Yes,38,Nurse,28,83,84,5,52,84,55
No,28,No,2,Engineer,12,92,49,78,100,12,40
Yes,5,No,29,Lawyer,91,28,2,27,48,23,55
No,7,Yes,14,Athlete,40,86,18,99,11,37,19
No,0,Yes,11,Doctor,67,80,43,95,66,96,82
Yes,30,No,9,Engineer,67,98,39,49,41,2,43
Yes,10,No,23,Lawyer,97,26,4,46,79,40,14
No,17,No,38,Scientist,55,91,88,79,64,24,14
No,18,Yes,35,Teacher,65,22,8,12,27,32,15
Yes,15,No,38,Teacher,61,63,11,48,88,85,6
No,15,No,25,Lawyer,95,42,72,60,54,34,71
Yes,28,No,31,Writer,41,80,25,81,61,37,11
Yes,14,Yes,24,Teacher,39,30,44,84,56,8,3
No,5,No,0,Athlete,17,37,6,66,48,66,42
Yes,23,Yes,30,Artist,22,87,31,42,85,63,54
No,26,No,3,Artist,27,18,22,65,41,77,85
No,22,No,15,Doctor,7,51,75,52,96,14,79
No,20,Yes,3,Artist,30,97,37,26,54,41,47
No,10,Yes,37,Artist,27,86,53,80,44,43,85
No,23,No,15,Doctor,52,55,91,37,26,66,93
Yes,21,No,32,Chef,47,54,82,95,91,90,68
Yes,22,No,13,Doctor,83,4,86,27,91,97,6
Yes,9,Yes,31,Doctor,82,91,33,43,93,32,65
No,14,No,24,Psychologist,4,65,37,20,66,13,73
No,24,No,21,Nurse,11,3,88,100,25,44,78
Yes,1,Yes,20,Teacher,4,44,99,99,94,95,73
No,0,No,27,Nurse,49,75,34,51,18,10,96
Yes,20,Yes,5,Marketing Manager,94,58,16,2,71,6,18
No,16,No,36,Architect,25,69,1,83,18,2,87
Yes,6,Yes,10,Nurse,60,98,21,44,6,56,99
No,29,Yes,4,Software Developer,75,39,42,97,12,35,84
Yes,28,Yes,2,Lawyer,88,27,81,97,5,45,3
No,16,Yes,28,Scientist,47,20,41,55,96,31,57
No,22,Yes,6,Athlete,2,100,45,43,26,69,34
Yes,15,No,29,Nurse,75,61,52,58,74,18,73
Yes,7,Yes,7,Athlete,61,21,43,72,87,55,21
Yes,22,Yes,13,Entrepreneur,96,54,87,58,87,89,93
Yes,17,No,3,Chef,82,34,53,65,19,41,41
No,16,No,25,Lawyer,9,42,87,64,19,32,83
Yes,22,Yes,11,Engineer,13,84,85,12,57,22,68
Yes,13,No,22,Doctor,78,50,29,86,98,12,76
Yes,5,No,33,Artist,11,31,85,99,22,18,95
No,12,Yes,38,Nurse,7,51,67,15,70,0,53
No,5,Yes,37,Architect,10,61,82,72,88,53,50
No,21,Yes,6,Software Developer,35,21,16,58,99,7,20
Yes,14,Yes,34,Nurse,68,40,43,45,36,34,26
Yes,2,No,22,Engineer,67,91,4,32,16,13,79
No,24,Yes,18,Entrepreneur,44,7,83,76,84,39,65
No,19,Yes,31,Chef,32,41,6,97,28,46,61
No,30,No,21,Writer,73,4,19,92,21,82,29
No,10,No,6,Teacher,68,66,85,63,86,94,31
No,12,Yes,34,Writer,68,100,72,21,2,10,82
No,15,No,23,Artist,52,28,24,40,28,4,91
Yes,15,Yes,20,Scientist,38,18,31,57,99,90,38
No,12,Yes,1,Athlete,58,23,53,39,28,42,65
No,2,No,20,Nurse,22,58,17,41,17,52,43
Yes,20,Yes,21,Software Developer,99,86,49,43,42,36,72
No,2,Yes,33,Engineer,63,55,10,45,25,5,98
No,24,No,34,Psychologist,90,40,59,9,53,43,67
Yes,13,Yes,37,Marketing Manager,12,54,31,1,82,31,23
Yes,24,No,13,Lawyer,88,64,100,9,18,46,80
Yes,17,Yes,37,Lawyer,43,47,29,70,86,13,3
No,24,Yes,35,Psychologist,100,45,48,94,75,57,87
No,14,Yes,15,Athlete,36,58,97,26,96,59,46
Yes,29,Yes,28,Nurse,5,69,51,64,17,87,44
Yes,18,Yes,6,Doctor,23,58,94,45,75,42,80
No,1,Yes,25,Writer,0,37,56,8,62,39,91
No,16,No,15,Nurse,2,88,52,69,84,63,45
No,16,Yes,34,Nurse,77,96,16,97,37,23,97
Yes,10,No,18,Writer,52,21,42,21,44,29,89
No,24,No,25,Engineer,10,94,52,91,29,50,69
No,21,Yes,15,Scientist,87,71,49,35,100,67,49
Yes,20,Yes,19,Marketing Manager,72,38,66,92,32,70,51
Yes,4,Yes,19,Entrepreneur,83,94,87,57,21,85,39
No,5,Yes,16,Nurse,44,32,55,21,4,12,28
Yes,0,Yes,15,Doctor,90,85,99,0,52,8,40
No,7,No,5,Doctor,13,80,0,31,39,22,41
Yes,6,No,39,Nurse,38,66,22,74,57,17,57
No,0,No,10,Writer,95,62,78,66,60,83,47
No,28,No,12,Psychologist,24,78,28,4,86,18,70
Yes,18,Yes,17,Psychologist,67,54,53,60,58,14,73
Yes,0,No,33,Artist,29,56,67,34,48,94,69
Yes,5,Yes,37,Artist,45,79,46,97,99,46,7
Yes,2,No,27,Software Developer,78,57,11,58,64,8,90
No,22,No,23,Architect,47,12,66,90,36,64,42
Yes,8,No,28,Nurse,93,55,23,33,45,56,88
No,18,No,3,Artist,13,47,44,63,63,29,52
Yes,23,Yes,18,Nurse,9,60,19,91,49,9,3
No,14,No,9,Engineer,31,23,5,38,95,84,63
Yes,4,Yes,26,Psychologist,74,71,29,99,90,100,25
Yes,14,Yes,15,Marketing Manager,100,18,9,75,87,0,2
No,4,Yes,22,Architect,27,60,11,16,7,44,9
Yes,10,No,36,Software Developer,96,83,70,25,38,72,16
Yes,30,Yes,30,Engineer,66,54,58,67,97,40,31
Yes,10,No,38,Marketing Manager,75,26,16,37,82,21,84
No,6,No,33,Engineer,39,47,66,71,7,18,46
Yes,20,Yes,23,Lawyer,14,42,65,31,66,97,44
Yes,25,No,10,Teacher,24,54,8,34,35,26,35
Yes,27,Yes,35,Lawyer,4,10,4,19,82,10,96
No,10,Yes,3,Athlete,53,88,71,20,54,97,50
Yes,21,Yes,38,Teacher,0,66,91,70,30,4,6
No,16,No,8,Writer,77,57,84,75,39,11,66
Yes,8,Yes,27,Artist,0,39,62,38,80,12,90
No,6,Yes,1,Lawyer,81,51,65,14,77,89,56
Yes,22,No,35,Scientist,46,24,80,28,88,57,38
Yes,28,Yes,37,Psychologist,82,25,74,35,32,65,97
No,10,No,3,Scientist,24,33,71,89,46,92,9
Yes,23,Yes,16,Writer,11,3,76,58,42,56,80
No,26,Yes,23,Scientist,69,21,47,95,37,93,41
Yes,8,No,21,Artist,68,83,54,82,38,46,20
No,7,Yes,39,Software Developer,64,63,50,22,85,79,25
No,15,Yes,25,Scientist,42,98,100,10,52,18,58
Yes,16,No,38,Nurse,18,13,10,72,85,10,80
No,5,Yes,17,Engineer,63,24,49,17,39,10,19
No,29,No,33,Scientist,50,54,51,54,81,96,36
Yes,17,Yes,2,Engineer,78,83,41,67,81,79,9
Yes,8,No,14,Psychologist,69,82,62,2,30,23,65
No,25,No,0,Doctor,5,36,29,78,90,100,32
